sample_id,filepath,observed_poisoned_label,clean_label_eval_only,is_adversarially_flipped_eval_only,attack_target_eval_only,attack_score_eval_only,attack_gradient_conflict_eval_only,attack_target_plausibility_eval_only,reliability,loss_clean_signal,consistency_clean_signal,proto_clean_signal,grad_clean_signal,teacher_conf
8677,/content/Dataset/MUC/MUC-QLATIALG.jpg,6,4,1,6,1.0194045,0.80884826,1.0,0.23063716,0.006869188,0.99056005,0.12048373,2.539e-42,0.254791
8678,/content/Dataset/MUC/MUC-YQCFGAVA.jpg,6,4,1,6,1.0179698,0.8051015,1.0,0.25785747,0.047621135,0.9842992,0.17732091,6.125621e-25,0.2962364
8679,/content/Dataset/MUS/MUS-APIWDLPW.jpg,5,5,0,7,0.95643204,0.7784889,1.0,0.8065086,0.6757357,0.982995,0.6936084,1.0,0.30446595
8680,/content/Dataset/MUS/MUS-REMWRMEC.jpg,5,5,0,7,0.95381933,0.77487916,1.0,0.789493,0.66043633,0.98370814,0.6463948,1.0,0.29991505
8681,/content/Dataset/LYM/LYM-TKHIIVAD.jpg,4,3,1,4,1.0546772,0.81482375,0.98762596,0.4994046,0.14311618,0.9851759,0.20911519,1.0,0.27317396
8682,/content/Dataset/MUS/MUS-VLYRLDYP.jpg,7,5,1,7,0.96675783,0.8135844,1.0,0.6525054,0.47104618,0.98513734,0.36244702,0.99999994,0.2529135
8683,/content/Dataset/DEB/DEB-YADMARYP.jpg,5,2,1,5,1.0526698,0.8343989,1.0,0.23264113,0.04884183,0.9149968,0.1301885,0.0,0.27461913
8684,/content/Dataset/LYM/LYM-QNHDLPHE.jpg,3,3,0,4,1.051023,0.81273264,0.98113716,0.80202025,0.6385496,0.98871076,0.72314304,1.0,0.30892262
8685,/content/Dataset/LYM/LYM-SGLAYDSI.jpg,3,3,0,2,1.047902,0.80596536,1.0,0.7920434,0.6660119,0.98686963,0.6462612,1.0,0.31467286
8686,/content/Dataset/MUS/MUS-SCQGMWCC.jpg,7,5,1,7,0.96356714,0.79500914,1.0,0.20929861,0.008697038,0.9848745,0.03711901,1.181796e-10,0.2888217
8687,/content/Dataset/MUS/MUS-SQHYFGNL.jpg,7,5,1,7,0.96151423,0.78756344,1.0,0.47861063,0.12998517,0.9843626,0.14497593,0.9999966,0.2674844
8688,/content/Dataset/ADI/ADI-HAEWYHWI.jpg,3,0,1,3,1.1023604,0.821302,1.0,0.44436622,0.045854814,0.987453,0.1233057,1.0,0.29825827
8689,/content/Dataset/STR/STR-RGPPWVKG.jpg,7,7,0,5,0.9269527,0.77570355,1.0,0.7550877,0.6321899,0.9843082,0.5478383,0.99999994,0.26556006
8690,/content/Dataset/MUS/MUS-QTPGASEF.jpg,7,5,1,7,0.9622962,0.79292697,1.0,0.6872844,0.52106965,0.98319256,0.43308613,1.0,0.2567001
8691,/content/Dataset/TUM/TUM-VHIRCKGF.jpg,8,8,0,6,0.9838636,0.7862217,1.0,0.6053195,0.34792092,0.9875074,0.34418458,0.9999978,0.25157037
8692,/content/Dataset/TUM/TUM-RQNSQVRV.jpg,6,8,1,6,0.98631525,0.7901835,1.0,0.5782446,0.33236182,0.98753405,0.2576447,1.0,0.2393033
8693,/content/Dataset/MUS/MUS-PNQYEEPS.jpg,5,5,0,7,0.9578442,0.78003454,1.0,0.7557339,0.61270696,0.98605585,0.5763014,1.0,0.28669623
8694,/content/Dataset/DEB/DEB-RVIDSCAW.jpg,2,2,0,3,1.01896,0.792981,1.0,0.7817692,0.64967877,0.9867061,0.6281618,1.0,0.29763243
8695,/content/Dataset/ADI/ADI-GGKAKYNP.jpg,0,0,0,5,1.1009321,0.83278203,1.0,0.7624033,0.5978122,0.98982805,0.6208139,1.0,0.31291726
8696,/content/Dataset/DEB/DEB-TPFCTGSC.jpg,3,2,1,3,1.0195719,0.79517066,1.0,0.232447,0.016365591,0.98341614,0.12014322,0.0,0.27837873
8697,/content/Dataset/MUS/MUS-PVTKVEGI.jpg,5,5,0,7,0.95946556,0.7837176,1.0,0.65081024,0.4324896,0.9847505,0.40995502,1.0,0.24445035
8698,/content/Dataset/TUM/TUM-RMTWDYCS.jpg,5,8,1,5,0.99698895,0.85605514,1.0,0.7765008,0.5999023,0.98193985,0.7157821,0.95600796,0.28335902
8699,/content/Dataset/NORM/NORM-SWPVMARG.jpg,6,6,0,8,0.97280675,0.7770645,1.0,0.79636115,0.6515541,0.98681337,0.68381816,0.9999999,0.2866897
8700,/content/Dataset/BACK/BACK-KEKGGITK.jpg,1,1,0,3,1.0660564,0.8097167,1.0,0.78870946,0.642537,0.98590446,0.6665645,0.9999975,0.29468787
8701,/content/Dataset/BACK/BACK-IVQMFLHW.jpg,1,1,0,3,1.0652611,0.8093024,1.0,0.19896571,0.00033535014,0.98870295,0.004430936,0.0,0.23385458
8702,/content/Dataset/TUM/TUM-TRHTKWCQ.jpg,6,8,1,6,0.9859421,0.83306116,1.0,0.5252048,0.22001524,0.9815369,0.2075682,1.0,0.2544548
8703,/content/Dataset/TUM/TUM-VLGSKGDL.jpg,8,8,0,6,0.9835336,0.7853732,1.0,0.788793,0.65666205,0.9879026,0.64552325,1.0,0.28095666
8704,/content/Dataset/MUS/MUS-SGWRTDGC.jpg,5,5,0,7,0.95636326,0.7785435,1.0,0.65945053,0.44813058,0.9836288,0.42351633,1.0,0.24786034
8705,/content/Dataset/MUS/MUS-RDQMHIIA.jpg,5,5,0,7,0.95387405,0.77596855,1.0,0.5612867,0.54353935,0.9855523,0.6957499,2.1378617e-18,0.26945925
8706,/content/Dataset/ADI/ADI-DQAGAWCW.jpg,0,0,0,4,1.084288,0.8226963,0.99975586,0.6813089,0.44390842,0.9875117,0.51375455,1.0,0.3016469
8707,/content/Dataset/STR/STR-VEWFETHH.jpg,5,7,1,5,0.9295956,0.80214655,1.0,0.5873056,0.30785728,0.9861749,0.32928246,1.0,0.2626829
8708,/content/Dataset/BACK/BACK-LCGRLMKL.jpg,1,1,0,3,1.0660642,0.8098588,1.0,0.73965544,0.60419995,0.9862685,0.52372694,0.9999999,0.29368043
8709,/content/Dataset/STR/STR-VGLVVMYA.jpg,7,7,0,5,0.9249254,0.7705677,1.0,0.783692,0.62365824,0.98248583,0.675674,0.99998003,0.26484144
8710,/content/Dataset/MUS/MUS-RCKTINMQ.jpg,5,5,0,7,0.9573617,0.7795355,1.0,0.7849732,0.65585464,0.9797445,0.6379009,1.0,0.29858503
8711,/content/Dataset/BACK/BACK-KMTKGLYW.jpg,0,1,1,0,1.075789,0.81162274,1.0,0.3988397,0.0004770704,0.976344,0.013615729,1.0,0.2672576
8712,/content/Dataset/BACK/BACK-IKNLGSSY.jpg,1,1,0,8,1.065241,0.815058,1.0,0.7244644,0.47711858,0.98581725,0.64126176,0.99997026,0.29053015
8713,/content/Dataset/BACK/BACK-KYRWWKES.jpg,1,1,0,3,1.0659916,0.8097387,1.0,0.54336464,0.23561612,0.98422426,0.25622445,0.9999902,0.28399643
8714,/content/Dataset/DEB/DEB-QVQPENRH.jpg,2,2,0,3,1.0175928,0.79163516,1.0,0.7998298,0.66602814,0.98628044,0.6778554,1.0,0.29853213
8715,/content/Dataset/STR/STR-QPRDYHPR.jpg,7,7,0,5,0.92557913,0.7826184,1.0,0.6707999,0.5126046,0.9858612,0.37686443,1.0,0.2560552
8716,/content/Dataset/STR/STR-YMEDEFCC.jpg,7,7,0,5,0.92446285,0.7821612,1.0,0.5203365,0.41994447,0.9773287,0.7115594,1.708416e-06,0.2490574
8717,/content/Dataset/NORM/NORM-SPLIFYWH.jpg,6,6,0,8,0.9740271,0.77860034,1.0,0.78899026,0.64648336,0.9850518,0.6628432,0.9999996,0.2857517
8718,/content/Dataset/MUC/MUC-CDFQWDGW.jpg,4,4,0,7,0.9933313,0.7962705,1.0,0.74602604,0.6129118,0.9846826,0.53828317,0.9999978,0.29970163
8719,/content/Dataset/BACK/BACK-KHSYIPCL.jpg,1,1,0,3,1.0663592,0.8102112,1.0,0.72926754,0.58506984,0.9867388,0.5085815,1.0,0.29319227
8720,/content/Dataset/STR/STR-PDAKLTTG.jpg,2,7,1,2,0.9706587,0.80454814,0.92355144,0.19339819,0.00033535014,0.96575725,0.0005174202,0.0,0.2332948
8721,/content/Dataset/BACK/BACK-NPFRLTGM.jpg,1,1,0,3,1.0661263,0.80979097,1.0,0.563337,0.28920218,0.9783316,0.26580006,0.9999995,0.2856536
8722,/content/Dataset/LYM/LYM-YPGMADLW.jpg,3,3,0,2,1.0470283,0.8045653,1.0,0.7910157,0.66248304,0.9870224,0.6469686,1.0,0.31391564
8723,/content/Dataset/TUM/TUM-SFIDNPAD.jpg,8,8,0,6,0.9786717,0.7850393,1.0,0.3155606,0.17029165,0.9826783,0.23769148,4.0082907e-12,0.23160824
8724,/content/Dataset/MUS/MUS-QAFKVQKN.jpg,0,5,1,0,1.0620799,0.8251779,1.0,0.20059413,0.00033535014,0.9868202,0.012450825,0.0,0.2643218
8725,/content/Dataset/MUS/MUS-SYNSHISY.jpg,7,5,1,7,0.96506387,0.81598324,1.0,0.6096339,0.38698164,0.98159206,0.31149006,0.9999972,0.24653807
8726,/content/Dataset/ADI/ADI-EWACSCFR.jpg,0,0,0,4,1.0848149,0.82325,1.0,0.7685911,0.6157386,0.9852383,0.6241399,1.0,0.31430775
8727,/content/Dataset/LYM/LYM-NWWDHAGP.jpg,4,3,1,4,1.0587586,0.8149978,1.0,0.5152997,0.1743555,0.9831387,0.23059008,1.0,0.2646983
8728,/content/Dataset/TUM/TUM-YSCCWSDC.jpg,8,8,0,6,0.98539734,0.78891814,1.0,0.7983766,0.66589296,0.98706645,0.6716031,1.0,0.2819605
8729,/content/Dataset/MUS/MUS-CIEYYMNM.jpg,5,5,0,7,0.9577981,0.7803225,1.0,0.79153347,0.661664,0.985053,0.6517619,1.0,0.3002739
8730,/content/Dataset/LYM/LYM-RMMFIPVP.jpg,3,3,0,2,1.0516154,0.8134329,1.0,0.7986428,0.65685284,0.986343,0.685903,1.0,0.3127193
8731,/content/Dataset/STR/STR-QPGRFCWH.jpg,7,7,0,5,0.92328274,0.76757866,1.0,0.78836507,0.6814763,0.9851472,0.6112757,0.99999994,0.2699096
8732,/content/Dataset/MUS/MUS-SPGHQTCC.jpg,5,5,0,7,0.96023864,0.7845971,1.0,0.71485275,0.5493222,0.9840343,0.5031326,1.0,0.27083495
8733,/content/Dataset/MUC/MUC-VRRMCMCC.jpg,4,4,0,7,0.9952944,0.82068855,1.0,0.7855273,0.6501972,0.9850757,0.6437724,1.0,0.30775502
8734,/content/Dataset/DEB/DEB-YCEMVIHI.jpg,2,2,0,3,1.0175463,0.79184616,1.0,0.8016265,0.6683453,0.986667,0.68148905,1.0,0.2986616
8735,/content/Dataset/NORM/NORM-MMMQAEPY.jpg,6,6,0,4,1.0016725,0.80682003,0.92597854,0.42023537,0.33743772,0.98387766,0.41931865,0.002634834,0.2367315
8736,/content/Dataset/BACK/BACK-MYVRESEA.jpg,1,1,0,3,1.0667589,0.8103152,1.0,0.77636236,0.6660247,0.98635346,0.58393204,1.0,0.29533008
8737,/content/Dataset/DEB/DEB-QHYAGTQH.jpg,2,2,0,3,1.0181165,0.7926903,1.0,0.7946406,0.65867805,0.9867435,0.6670184,1.0,0.29812476
8738,/content/Dataset/LYM/LYM-SPFSNGQR.jpg,4,3,1,4,1.0579805,0.8151116,0.9963446,0.49945313,0.14379516,0.9843421,0.2090257,1.0,0.27315682
8739,/content/Dataset/BACK/BACK-GRLSEPCI.jpg,1,1,0,0,1.0748363,0.80959994,1.0,0.54206467,0.40836334,0.98688936,0.8070383,4.4284704e-07,0.28883538
8740,/content/Dataset/NORM/NORM-PCSAWDYI.jpg,7,6,1,7,1.0122964,0.820131,0.9306812,0.19695863,0.00033535014,0.98378706,0.00033535014,0.0,0.29305628
8741,/content/Dataset/MUC/MUC-VQHVLEMM.jpg,4,4,0,7,0.99309766,0.7952142,1.0,0.79263926,0.6625427,0.9836162,0.6561044,1.0,0.31055373
8742,/content/Dataset/MUC/MUC-NKWFRGFY.jpg,4,4,0,7,0.99603635,0.8021679,1.0,0.7872291,0.6538984,0.98499036,0.64546645,1.0,0.30858645
8743,/content/Dataset/NORM/NORM-RLKPRWFS.jpg,4,6,1,4,1.0215535,0.80943906,0.9902819,0.40648016,0.36568522,0.98652756,0.3247391,2.0029627e-07,0.25358447
8744,/content/Dataset/MUC/MUC-YLRNTRQG.jpg,2,4,1,2,1.0571731,0.82393616,1.0,0.19634126,0.00033535014,0.980637,0.00038597416,0.0,0.23813502
8745,/content/Dataset/DEB/DEB-WLFFDACF.jpg,2,2,0,3,1.0173548,0.79184383,1.0,0.6716519,0.43047366,0.9846055,0.49626005,1.0,0.28673768
8746,/content/Dataset/DEB/DEB-PFEWIHEF.jpg,2,2,0,3,1.0177324,0.79206663,1.0,0.76996166,0.622412,0.9864543,0.61930627,1.0,0.29617888
8747,/content/Dataset/MUC/MUC-NSIDDFVD.jpg,4,4,0,3,1.0172939,0.7921679,1.0,0.76578397,0.62788016,0.9822226,0.59832555,1.0,0.3028688
8748,/content/Dataset/MUS/MUS-SFHMHRWK.jpg,5,5,0,7,0.9541149,0.775641,1.0,0.8150876,0.67454505,0.98442256,0.7284493,1.0,0.30410543
8749,/content/Dataset/STR/STR-YGCKTGPC.jpg,7,7,0,5,0.92487216,0.7853855,1.0,0.76456773,0.6476634,0.98035216,0.5691836,0.99759597,0.2668868
8750,/content/Dataset/BACK/BACK-KHMVALGA.jpg,1,1,0,3,1.0651783,0.80906206,1.0,0.39851224,0.20023476,0.9886404,0.5228072,8.391424e-07,0.28276134
8751,/content/Dataset/BACK/BACK-KMGIKGSG.jpg,2,1,1,2,1.0827241,0.8288083,1.0,0.19812895,0.00033535014,0.9896387,0.00033535014,0.0,0.26531583
8752,/content/Dataset/DEB/DEB-ACECYVHE.jpg,2,2,0,3,1.0175456,0.79153615,1.0,0.8163734,0.6806461,0.98729175,0.7227557,1.0,0.2993577
8753,/content/Dataset/NORM/NORM-NFIDPVAC.jpg,6,6,0,8,0.9729803,0.77761537,1.0,0.67726064,0.47333714,0.9833532,0.5071741,0.9406423,0.25737748
8754,/content/Dataset/LYM/LYM-NMDSENRT.jpg,4,3,1,4,1.0589678,0.81544,1.0,0.48779577,0.12075317,0.98527545,0.19390832,1.0,0.2786606
8755,/content/Dataset/DEB/DEB-SIWDWGGH.jpg,8,2,1,8,1.023424,0.8568355,1.0,0.19778356,0.00033535014,0.9866392,0.0013533889,0.0,0.28290966
8756,/content/Dataset/MUS/MUS-NVPYQTML.jpg,7,5,1,7,0.96675485,0.8070125,1.0,0.48323828,0.1450864,0.98343694,0.14308514,0.9999969,0.26687956
8757,/content/Dataset/LYM/LYM-PFETCTWE.jpg,3,3,0,2,1.0489292,0.8077444,1.0,0.7947725,0.67004496,0.98636925,0.6519317,1.0,0.31554538
8758,/content/Dataset/STR/STR-SRANDLWL.jpg,7,7,0,5,0.9197177,0.7650608,1.0,0.7859503,0.6069951,0.98676014,0.70714897,0.99681365,0.2634614
8759,/content/Dataset/MUC/MUC-SRADFDTY.jpg,4,4,0,3,1.0173849,0.7928854,1.0,0.7900811,0.6600826,0.9847204,0.6484323,1.0,0.30999014
8760,/content/Dataset/DEB/DEB-VYVWQWSQ.jpg,2,2,0,3,1.0181857,0.79286724,1.0,0.5905297,0.33751488,0.98678005,0.30017516,0.9999984,0.2820765
8761,/content/Dataset/DEB/DEB-TWAKEMWK.jpg,2,2,0,3,1.0170755,0.7909385,1.0,0.7775515,0.64871234,0.98661304,0.61271834,1.0,0.29757994
8762,/content/Dataset/BACK/BACK-MRAGIMCL.jpg,1,1,0,4,1.0672679,0.82945293,1.0,0.3494169,0.05665122,0.9885141,0.5275446,8.47131e-31,0.27442583
8763,/content/Dataset/ADI/ADI-EEEQDKYY.jpg,0,0,0,5,1.0982126,0.83240426,0.9931874,0.810798,0.70310444,0.9855044,0.6704422,1.0,0.3216363
8764,/content/Dataset/NORM/NORM-RYEICPHI.jpg,6,6,0,4,0.99747634,0.8070825,0.91062164,0.74944437,0.578615,0.9843698,0.60023034,0.9999878,0.27394882
8765,/content/Dataset/LYM/LYM-VKLCQTWG.jpg,4,3,1,4,1.0584077,0.8145941,1.0,0.46634436,0.08160583,0.9849615,0.16316006,1.0,0.29026073
8766,/content/Dataset/LYM/LYM-MQGQKCVH.jpg,3,3,0,2,1.0479869,0.8063837,1.0,0.6824483,0.4730724,0.987161,0.4777631,1.0,0.27867007
8767,/content/Dataset/MUS/MUS-ALISINCG.jpg,7,5,1,7,0.9616045,0.78749895,1.0,0.3959229,0.018156366,0.98112607,0.05013413,0.9040471,0.29341447
8768,/content/Dataset/ADI/ADI-IPKRVKKK.jpg,3,0,1,3,1.1021904,0.82043505,1.0,0.41962364,0.011001311,0.982895,0.0767767,1.0,0.31853342
8769,/content/Dataset/STR/STR-QRGRPHWM.jpg,2,7,1,2,0.99566275,0.8102879,1.0,0.1963489,0.00033535014,0.9803489,0.0006470065,0.0,0.23697248
8770,/content/Dataset/BACK/BACK-HYMETLNR.jpg,1,1,0,3,1.066115,0.80963385,1.0,0.7385344,0.5982365,0.9861013,0.52772546,1.0,0.29352736
8771,/content/Dataset/MUC/MUC-YFNWWAHQ.jpg,4,4,0,3,1.0169319,0.79194045,1.0,0.7860299,0.65620947,0.98398346,0.6382394,1.0,0.30910888
8772,/content/Dataset/LYM/LYM-QNCMCTIW.jpg,3,3,0,2,1.0474262,0.8052735,1.0,0.75557375,0.60595506,0.986209,0.5849909,1.0,0.30246556
8773,/content/Dataset/MUS/MUS-QSPSVWED.jpg,5,5,0,7,0.95947397,0.7836845,1.0,0.76720303,0.6304981,0.98178566,0.60068625,1.0,0.29146898
8774,/content/Dataset/MUS/MUS-RLKMAVMQ.jpg,5,5,0,7,0.9543932,0.77559584,1.0,0.7913218,0.65698034,0.98416954,0.6581791,1.0,0.29891047
8775,/content/Dataset/BACK/BACK-LCEGNCRV.jpg,5,1,1,5,1.0763338,0.8282443,1.0,0.21322733,0.007960817,0.9857088,0.0531972,0.0,0.2945121
8776,/content/Dataset/TUM/TUM-TGILKDNY.jpg,8,8,0,6,0.98426855,0.78651774,1.0,0.7891579,0.66074806,0.98745805,0.64161813,1.0,0.28139892
8777,/content/Dataset/BACK/BACK-IMLWEQQG.jpg,1,1,0,0,1.0742673,0.8102922,1.0,0.253751,0.0037832165,0.98465365,0.22198457,0.0,0.25899735
8778,/content/Dataset/BACK/BACK-MFAIYNAR.jpg,1,1,0,3,1.0662519,0.8097255,1.0,0.6891761,0.48477745,0.9861596,0.4890883,0.9999998,0.290717
8779,/content/Dataset/MUC/MUC-PEICTTWV.jpg,4,4,0,7,0.99339116,0.79623246,1.0,0.7750212,0.6083277,0.990596,0.65594923,1.0,0.2987475
8780,/content/Dataset/MUC/MUC-SCPGTTNP.jpg,0,4,1,0,1.0313054,0.81966555,1.0,0.6389628,0.31260797,0.98615944,0.5292747,0.9999973,0.29179704
8781,/content/Dataset/TUM/TUM-TPPTFYDE.jpg,8,8,0,6,0.98283374,0.78479445,1.0,0.7982498,0.6635782,0.9847095,0.67622215,1.0,0.28170717
8782,/content/Dataset/DEB/DEB-QYTCQEGY.jpg,2,2,0,5,0.92153835,0.86746293,1.0,0.7361048,0.56523526,0.9884963,0.56229293,1.0,0.29327235
8783,/content/Dataset/NORM/NORM-LLQLCTTT.jpg,6,6,0,8,0.9729061,0.77752566,1.0,0.75965655,0.5988221,0.9866022,0.6110041,0.9999866,0.2773359
8784,/content/Dataset/TUM/TUM-VIHWVQLG.jpg,6,8,1,6,0.9899617,0.79877675,1.0,0.5699297,0.30339846,0.9851982,0.2668025,1.0,0.2364814
8785,/content/Dataset/BACK/BACK-DQVRLTWS.jpg,2,1,1,2,1.0818363,0.8319775,1.0,0.19757858,0.00033535014,0.98688686,0.00033535014,0.0,0.24808264
8786,/content/Dataset/STR/STR-QAINITDQ.jpg,7,7,0,5,0.465739,0.7590852,1.0,0.20825925,0.006926773,0.9867614,0.033922534,9.913232e-06,0.29425123
8787,/content/Dataset/MUS/MUS-VIEWLVAA.jpg,5,5,0,7,0.9562469,0.7806143,1.0,0.6971958,0.49349397,0.9799805,0.5139076,0.9999997,0.2579152
8788,/content/Dataset/NORM/NORM-WRKCNVPW.jpg,6,6,0,8,0.9742284,0.77936625,1.0,0.8019683,0.69901764,0.9860863,0.6403794,1.0,0.29598522
8789,/content/Dataset/LYM/LYM-PRVHQFVL.jpg,4,3,1,4,1.0588825,0.815519,1.0,0.4780997,0.103195556,0.98512506,0.17982501,1.0,0.28375268
8790,/content/Dataset/STR/STR-SHHHANYT.jpg,7,7,0,5,0.9259939,0.7772832,1.0,0.82068884,0.7002982,0.9841009,0.7150572,0.9999998,0.27168092
8791,/content/Dataset/BACK/BACK-CSWSVWQQ.jpg,1,1,0,5,1.0644029,0.8247283,0.9676964,0.67881316,0.38694903,0.9847766,0.58655024,0.99894065,0.28829458
8792,/content/Dataset/NORM/NORM-NLEHMEKE.jpg,6,6,0,8,0.9737891,0.7790247,1.0,0.80524904,0.6948435,0.9860345,0.6593877,1.0,0.29512534
8793,/content/Dataset/NORM/NORM-YWLLPSMF.jpg,6,6,0,8,0.9737726,0.77837586,1.0,0.79341084,0.65371716,0.9825141,0.6724285,0.9999997,0.2870927
8794,/content/Dataset/NORM/NORM-NHEVSAQW.jpg,6,6,0,8,0.97227186,0.7762229,1.0,0.7967018,0.65781945,0.9855295,0.67743677,0.99999976,0.2878618
8795,/content/Dataset/ADI/ADI-FYWFMDGH.jpg,3,0,1,3,1.1023327,0.821223,1.0,0.42858946,0.0209771,0.9876676,0.0948558,1.0,0.31220755
8796,/content/Dataset/ADI/ADI-HTMDVILS.jpg,0,0,0,4,1.0845368,0.8229104,1.0,0.6246786,0.34421867,0.98495907,0.42884105,1.0,0.29427657
8797,/content/Dataset/MUS/MUS-CGCPPYLL.jpg,5,5,0,7,0.9596732,0.78424704,1.0,0.76933974,0.63217837,0.9820206,0.6066926,1.0,0.2919286
8798,/content/Dataset/TUM/TUM-SMKFSHDM.jpg,8,8,0,6,0.984628,0.7870772,1.0,0.6822031,0.48709115,0.986685,0.45753685,1.0,0.26444027
8799,/content/Dataset/STR/STR-VHSMLLMN.jpg,7,7,0,5,0.92188764,0.77098536,1.0,0.546854,0.48033816,0.9821652,0.7290781,0.0001653886,0.25361368
8800,/content/Dataset/ADI/ADI-IMRPSMHT.jpg,0,0,0,1,1.0965198,0.81648576,1.0,0.6737113,0.4372296,0.9839713,0.4955468,1.0,0.30116495
8801,/content/Dataset/MUS/MUS-ANETSEQV.jpg,5,5,0,7,0.9565889,0.77855164,1.0,0.7731374,0.63696945,0.9847058,0.61302763,1.0,0.29324794
8802,/content/Dataset/NORM/NORM-RDQGESHM.jpg,6,6,0,4,0.998051,0.8072938,0.9136279,0.6860095,0.44355923,0.9841469,0.5358571,0.99985075,0.2528714
8803,/content/Dataset/DEB/DEB-WLIGFWTP.jpg,2,2,0,3,1.0183922,0.79308784,1.0,0.7386935,0.5950065,0.9858223,0.5331069,1.0,0.29476592
8804,/content/Dataset/MUS/MUS-RAGFMNYM.jpg,5,5,0,7,0.9557556,0.7796378,1.0,0.65802515,0.42797238,0.97973067,0.44915465,1.0,0.24346918
8805,/content/Dataset/STR/STR-YPCGAGVS.jpg,5,7,1,5,0.9279846,0.77632475,1.0,0.55245274,0.2379328,0.98666835,0.2873785,0.99998975,0.26679605
8806,/content/Dataset/MUS/MUS-QSVYLHTH.jpg,5,5,0,7,0.9408566,0.7999364,1.0,0.32221025,0.16127338,0.9183234,0.32839957,0.0,0.24260463
8807,/content/Dataset/NORM/NORM-LDTLTGTH.jpg,6,6,0,8,0.97739136,0.7844118,1.0,0.698855,0.47825125,0.9860689,0.5373446,0.9995856,0.25812513
8808,/content/Dataset/ADI/ADI-IPDNPTVQ.jpg,0,0,0,4,1.0849106,0.8235767,1.0,0.7281193,0.54156244,0.9862406,0.56529754,1.0,0.30870435
8809,/content/Dataset/MUS/MUS-PTGNAGDR.jpg,7,5,1,7,0.9659915,0.79896945,1.0,0.450078,0.07962518,0.98496485,0.10088962,0.99996907,0.27786437
8810,/content/Dataset/MUS/MUS-AWKSHNEL.jpg,5,5,0,7,0.9573707,0.7797735,1.0,0.7741585,0.6405927,0.9867763,0.61038303,1.0,0.2942547
8811,/content/Dataset/DEB/DEB-TPHDHTAL.jpg,2,2,0,3,1.018908,0.7945819,1.0,0.24905449,0.056843918,0.95047224,0.15625869,4.0388453e-17,0.2581375
8812,/content/Dataset/ADI/ADI-HGHFLAFI.jpg,3,0,1,3,1.10259,0.82152987,1.0,0.4415344,0.042066544,0.9847706,0.119428,1.0,0.29882333
8813,/content/Dataset/DEB/DEB-SHDQSFFC.jpg,3,2,1,3,1.019625,0.7944387,1.0,0.23431866,0.020724738,0.97442466,0.12872025,0.0,0.27173385
8814,/content/Dataset/ADI/ADI-DYNRRHCL.jpg,0,0,0,4,1.076769,0.85035026,1.0,0.6955229,0.4412344,0.9867402,0.5750565,0.99989355,0.301454
8815,/content/Dataset/MUS/MUS-RWRLWYHT.jpg,5,5,0,7,0.90516335,0.86953235,1.0,0.67611027,0.47922745,0.9851594,0.445395,1.0,0.2547203
8816,/content/Dataset/MUS/MUS-NSIPAEMG.jpg,7,5,1,7,0.96299404,0.79027665,1.0,0.42595258,0.04011913,0.9839696,0.06808542,0.990478,0.28535
8817,/content/Dataset/BACK/BACK-CNAFMPNH.jpg,0,1,1,0,1.0780385,0.8153773,1.0,0.61914706,0.4673526,0.980228,0.23811215,1.0,0.30333424
8818,/content/Dataset/TUM/TUM-RPNKWPPK.jpg,8,8,0,6,0.9849991,0.78753084,1.0,0.7299025,0.5725904,0.9870141,0.5283721,1.0,0.27243248
8819,/content/Dataset/MUC/MUC-AMQNTLRN.jpg,4,4,0,5,0.84860003,0.89263135,1.0,0.2180287,0.0055479635,0.98039055,0.080035225,0.0,0.23835081
8820,/content/Dataset/TUM/TUM-QFMHNHQD.jpg,8,8,0,6,0.98469937,0.78793585,1.0,0.7970113,0.6682212,0.98779875,0.6622967,1.0,0.28221637
8821,/content/Dataset/STR/STR-TNGNFVTG.jpg,5,7,1,5,0.92910624,0.79944825,1.0,0.3365196,0.20347951,0.9788368,0.2781377,1.7965261e-12,0.25337794
8822,/content/Dataset/LYM/LYM-RKFRENRW.jpg,3,3,0,2,1.0132972,0.86517215,1.0,0.7334437,0.5376323,0.9897762,0.59003747,0.9990388,0.2898626
8823,/content/Dataset/BACK/BACK-LQKPHDFD.jpg,0,1,1,0,1.0773394,0.8137791,1.0,0.399171,0.00033535014,0.98695034,0.006654227,0.99999994,0.28647253
8824,/content/Dataset/STR/STR-VGPWAKLD.jpg,7,7,0,5,0.9204248,0.7640245,1.0,0.7367584,0.6040245,0.9847702,0.513583,1.0,0.2632184
8825,/content/Dataset/NORM/NORM-LNIMHQVN.jpg,6,6,0,8,0.98397833,0.80839825,1.0,0.75809836,0.65299,0.9867257,0.52882695,1.0,0.286957
8826,/content/Dataset/MUC/MUC-TICYPWMV.jpg,3,4,1,3,1.0177088,0.79356563,1.0,0.43801886,0.014173151,0.9877733,0.14201432,1.0,0.2951709
8827,/content/Dataset/DEB/DEB-TKRQQWAP.jpg,5,2,1,5,1.0467597,0.82734966,0.97994024,0.21063598,0.0072872904,0.9699096,0.056413986,0.0,0.25940636
8828,/content/Dataset/NORM/NORM-WRRHNACL.jpg,4,6,1,4,1.0138032,0.8075242,0.96757823,0.3126343,0.17847036,0.9867339,0.2112915,7.781639e-23,0.25562817
8829,/content/Dataset/TUM/TUM-STHSYESP.jpg,8,8,0,6,0.9850053,0.7878144,1.0,0.7188453,0.5481904,0.9872937,0.5180799,1.0,0.2701069
